0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,p
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,v
0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,ክ,ኧ,ም,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ች,ኧ,ው,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,p
0,0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
0,0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,እ,እ,ስ,እ,ክ,እ,ት,እ,ስ,ኧ,ብ,እ,ር,እ,ል,ኣ,ት,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,እ,ኧ,ም,እ,ል,ኣ,ክ,እ,ሽ,እ,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,እ,ኧ,ም,እ,ል,ኣ,ክ,እ,ሽ,እ,0,0,0,0,0,0,0,0,0,p
