0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n
0,0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,ት,ኧ,ህ,ኣ,ድ,እ,ስ,ኦ,ው,እ,ን,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,p
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0,0,0,n
0,0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,ብ,እ,ን,እ,ም,ኣ,ር,እ,ክ,እ,ን,ኣ,ች,እ,ህ,ኡ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,ኣ,ር,እ,ክ,እ,ን,እ,ሽ,እ,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,ኣ,ር,እ,ክ,እ,ን,እ,ሽ,እ,0,0,0,0,0,0,0,0,0,p
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,ኣ,ር,እ,ክ,እ,ን,እ,ሽ,እ,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,ኣ,ር,እ,ክ,እ,ን,እ,ሽ,እ,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,ኣ,ር,እ,ክ,እ,ን,እ,ሽ,እ,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ክ,ኧ,ም,ኣ,ር,እ,ክ,እ,ን,እ,ሽ,እ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
